did_compile,benchmark_id,benchmark_name,temperature,execution_time,llm_finished,output,total_realizability_time,num_tokens_guessed,num_tokens_generated,tries_per_token,timed_out
True,0,mbpp_80_tetrahedral_number,0.01,17.76687479019165,True,"```
function tetrahedral_number(n: number): number {
  // Tetrahedral Number formula is (n*(n+1)*(n+2))/6
  const numerator: number = n * (n + 1) * (n + 2);
  const denominator: number = 6;
  
  return Math.floor((numerator / denominator));
}
```
",11.92069172859192,101,90,"Counter({(6, 1): 1, (2, 2): 1, (1, 86): 1, (5, 1): 1})",False
True,1,mbpp_392_get_max_sum,0.01,105.4434905052185,True,"```
let cache :number = 0;  // Initialize memoization array

function getMaxSumUtil(n: number): number{  
     if(n <= 1){
         return n;
     }
     
     let res: number= Math.max((getMaxSumUtil(Math.floor(n / 2))+ getMaxSumUtil(Math.floor(n / 3)) + 
                                getMaxSumUtil(Math.floor(n / 4))+  getMaxSumUtil(Math.floor(n / 5))) );
                                 
     return res > n ? res : n ;                             
}

function get_max_sum(nums: number): number {
        nums  = Math.ceil(nums);      
		return getMaxSumUtil(nums);         
}
```
",91.81752014160156,227,186,"Counter({(10, 1): 1, (3, 2): 1, (1, 170): 1, (9, 1): 1, (6, 1): 1, (2, 9): 1, (4, 2): 1})",False
True,2,mbpp_171_perimeter_pentagon,0.01,8.24298620223999,True,"```
function perimeter_pentagon(sideLength: number): number {
  const perimeterOfPentagon: number = 5 * sideLength;
  
  // Returning calculated Perimeter
  return perimeterOfPentagon;
}
```
",4.179171085357666,67,59,"Counter({(3, 2): 1, (2, 1): 1, (1, 55): 1, (4, 1): 1})",False
True,3,mbpp_127_multiply_int,0.01,4.044664621353149,True,"```
function multiply_int(x: number, y: number): number {
  return x * y;
}
```
",1.6529138088226318,36,31,"Counter({(3, 1): 1, (4, 1): 1, (1, 29): 1})",False
True,4,mbpp_435_last_Digit,0.01,8.078508138656616,True,"```
function last_Digit(n: number): number {
  return Math.floor(Math.log2(n)) % 10 + 48; // ASCII value of '0' is returned as 48
}
```
",4.117454528808594,65,56,"Counter({(3, 3): 1, (2, 3): 1, (1, 50): 1})",False
False,5,mbpp_287_square_Sum,0.01,61.4428231716156,False,"```
let result :number = 0 ;  // initialize variable 'result' as zero  
for ( let i :number =2 ;i<=2*1 ;i+= 2){     // loop from 2 till given input value by incrementing it by 2 each time because we need only even values here
      result += Math.pow(i , 2)       // calculate power of current iterator value squared and then added into our total resultant summation
   
       
        
         
          
           
            
              
               
                
                 
                   
                     
                       
                         
                           
                              
                                
                                 
                                    
                                       
                                         
                                            
                                               
                                                  
                                                                                    
                                                                                      
                                                                                        
                                                                                          
                                                                                            
                                                                                               
                                                                                                  
                                                                                                     
                                                                                                        
                                                                                                           
                                                                                                             
                                                                                                                 
                                                                                                                     
                                                                                                                         
                                                                                                                             
                                                                                                                                
                                                                                                                                  
                                                                                                                                     
                                                                                                                                         
                                                                                                                                             
                                                                                                                                                 
                                                                                                                                                     
                                                                                                                                                         
                                                                                                                                                             
                                                                                                                                                                   
                                                                                                                                                                      
                                                                                                                                                                          
                                                                                                                                                                              
                                                                                                                                                                                  
                                                                                                                                                                                      
                                                                                                                                                                                          
                                                                                                                                                                                                
                                                                                                                                                                                                  
                                                                                                                                                                                                     
                                                                                                                                                                                                         
                                                                                                                                                                                                             
                                                                                                                                                                                                                 
                                                                                                                                                                                                                     
                                                                                                                                                                                                                         
                                                                                                                                                                                                                               
                                                                                                                                                                                                                                     
                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                     
                                                                                                                                                                                                                                                         
                                                                                                                                                                                                                                                               
                                                                                                                                                                                                                                                                  ",37.75699234008789,400,349,"Counter({(3, 3): 1, (1, 321): 1, (4, 4): 1, (5, 4): 1, (2, 17): 1})",False
True,6,mbpp_606_radian_degree,0.01,13.86114239692688,True,"```
function radian_degree(degree: number): number {
  const piRadiansBy180Degrees   :number = Math.PI / 180 ; // Pi Radians = 180 Degrees
  let result                    :number  = degree * piRadiansBy180Degrees;
  return result;
}
```
",7.644298553466797,99,83,"Counter({(3, 6): 1, (1, 75): 1, (4, 1): 1, (2, 1): 1})",False
True,7,mbpp_803_is_perfect_square,0.01,61.58862066268921,True,"```
function is_perfect_square(num: number) :boolean{ 
   let start: number = 0;
   let end: number = num ;
     while (start <= end){
       const mid: number= Math.floor((start+end)/2);
        if ((mid * mid )== num){
            return true;}
         else if ((mid*mid) < num){
             start  = mid + 1; }
          else {
              end   = mid - 1;}}
      return false;
}
```
",53.02996683120728,134,122,"Counter({(3, 1): 1, (4, 1): 1, (1, 116): 1, (5, 1): 1, (2, 3): 1})",False
True,8,mbpp_731_lateralsurface_cone,0.01,20.10291886329651,True,"```
function lateralsurface_cone(r: number, h: number): number {
  const latserfarea :number = Math.PI * r * Math.sqrt((Math.pow(h ,2))+ (Math.pow(r ,2)));   //lateral surface area formula is pi*radius*(height^2)
return latserfarea ;
 }
```
",13.95800232887268,100,90,"Counter({(3, 2): 1, (2, 3): 1, (1, 84): 1, (4, 1): 1})",False
False,9,mbpp_581_surface_Area,0.01,101.04749298095705,False,"```
function surface_Area(baseEdge: number, height: number): number {
  // Surface Area = 1/2 * (4*s^2) + 3*(a^2)*sqrt((4-s)/8))
  
  let sideSquareTwiceTimesHeightSquared :number = Math.pow(height ,2);
  let fourSidePowerTwoMultipliedByBaseEdgePlusThreeMultiplyCubeRootOfFourMinusSidedSubtractedFromEightMultipledWithPoweredA:number= 0.5 * ((4 * Math.pow(sideSquareTwiceTimesHeightSquared, 2)))+ (3 * Math.pow(baseEdge, 2) * Math.c perfection",77.45765399932861,400,164,"Counter({(6, 1): 1, (4, 1): 1, (1, 155): 1, (2, 6): 1, (192, 1): 1})",False
