did_compile,benchmark_id,benchmark_name,temperature,execution_time,llm_finished,output,total_realizability_time,num_tokens_guessed,num_tokens_generated,tries_per_token,timed_out
True,0,mbpp_80_tetrahedral_number,0.5,5.320800304412842,True," ```
function tetrahedral_number (n: number): number {
    return (Math.pow (4, n) - Math.pow (3, n)) / 2;
}
```",2.371211528778076,46,46,"Counter({(1, 46): 1})",False
True,1,mbpp_392_get_max_sum,0.5,59.67433285713196,True," ```
function get_max_sum(n: number): number {
    let fNOverTwo: number = Math.floor(n / 2);
    let fNOverThree: number = Math.floor(n / 3);
    let fNOverFour: number = Math.floor(n / 4);
    let fNOverFive: number = Math.floor(n / 5);
    
    let fNOverTwoPlusFNOverThreePlusFNOverFourPlusFNOverFive: number = Math.max(getMaxSum(fNOverTwo), getMaxSum(fNOverThree));
    let result: number = Math.max(fNOverTwoPlusFNOverThreePlusFNOverFourPlusFNOverFive, n);
    
    return result;
}
```",47.82244086265564,191,190,"Counter({(1, 189): 1, (2, 1): 1})",False
True,2,mbpp_171_perimeter_pentagon,0.5,5.524093151092529,True," ```
function perimeter_pentagon(sideLengths: number): number {
    let perimeter: number = sideLengths * (5 - 1) / 2;
    return perimeter;
}
```",1.9389619827270508,57,51,"Counter({(1, 48): 1, (2, 2): 1, (5, 1): 1})",False
True,3,mbpp_127_multiply_int,0.5,2.8417727947235107,True," ```
function multiply_int(x: number, y: number): number {
  return x * y;
}
```",0.8265352249145508,29,29,"Counter({(1, 29): 1})",False
True,4,mbpp_435_last_Digit,0.5,2.601902723312378,True," ```
function last_Digit(n:number): number{
return n%10;
}
```",0.6240911483764648,26,26,"Counter({(1, 26): 1})",False
True,5,mbpp_287_square_Sum,0.5,12.053667306900024,True," ```
function square_Sum(n: number): number {
    let result: number = 0;
    for (let i: number = 0; i < n; i++) {
        result += Math.pow(i * 2, 2);
    }
    return result;
}
```",6.949033975601196,73,72,"Counter({(1, 71): 1, (2, 1): 1})",False
True,6,mbpp_606_radian_degree,0.5,4.339889526367188,True," ```
function radian_degree(degree: number): number {
    return (Math.PI / 180) * degree;
}
```",1.2458219528198242,38,38,"Counter({(1, 38): 1})",False
True,7,mbpp_803_is_perfect_square,0.5,5.656875848770142,True," ```
function is_perfect_square(n: number): boolean {
    let x: number = Math.sqrt(n);
    return (x % 1 === 0);
}
```",1.9020121097564693,47,46,"Counter({(1, 45): 1, (2, 1): 1})",False
True,8,mbpp_731_lateralsurface_cone,0.5,14.996810913085938,True," ```
function lateralsurface_cone(r: number, h: number): number {
    const pi: number = Math.PI;
    const lateralSurfaceArea: number = (1 / 3) * pi * r * r * (h + r);
    return lateralSurfaceArea;
}
```",9.49525260925293,77,76,"Counter({(1, 75): 1, (2, 1): 1})",False
True,9,mbpp_581_surface_Area,0.5,4.230126857757568,True," ```
function surface_Area (b: number, h: number): number {
return b * b + 2 * b * h;
}
```",1.3314433097839355,35,35,"Counter({(1, 35): 1})",False
True,10,mbpp_135_hexagonal_num,0.5,9.123046159744264,True," ```
function hexagonal_num(n: number): number {
  const numOfHexagonals:number = (1 / 2) * Math.sqrt((3 * n));
  return Math.round(numOfHexagonals);
}
```",4.70856523513794,63,61,"Counter({(1, 59): 1, (2, 2): 1})",False
False,11,mbpp_739_find_Index,0.5,38.64304304122925,False," ```
function find_Index(n: number): number {
    let countDigits: (num: number) => number = (num) == num && num > 0 ? Math.floor(Math.log10(num)) + 1 : 1;
    let minCountDigits: number =",16.88666296005249,400,80,"Counter({(1, 72): 1, (2, 4): 1, (4, 1): 1, (310, 1): 1, (3, 2): 1})",False
True,12,mbpp_17_square_perimeter,0.5,3.099391222000122,True," ```
function square_perimeter(sideLength: number): number {
  return 4 * sideLength;
}
```",0.7760186195373535,29,29,"Counter({(1, 29): 1})",False
True,13,mbpp_77_is_Diff,0.5,3.248734712600708,True," ```
function is_Diff(num: number): boolean {
	return num % 11 === 0;
}
```",0.7945597171783447,36,36,"Counter({(1, 36): 1})",False
False,14,mbpp_126_sum,0.5,26.40096020698548,True," ```
function sum(num1: number, num2: number) :number{
let arrayOfDivisors: number = newArray();
for (let i: number = 1 ; i <= Math.max(num1 , num2); i++){
if (num1 % i ===0 && num2%i===0){
arrayOfDivisors=push(i);
}
return arrayOfDivisors;
}
}
```",19.112107038497925,125,107,"Counter({(1, 99): 1, (3, 3): 1, (4, 2): 1, (5, 1): 1, (2, 2): 1})",False
True,15,mbpp_266_lateralsurface_cube,0.5,4.386445760726929,True," ```
function lateralsurface_cube(sideLength: number): number {
    // Calculate the lateral surface area of a cube by multiplying the side length by 6
    return 6 * sideLength;
}
```",1.1265883445739746,56,55,"Counter({(1, 54): 1, (2, 1): 1})",False
