did_compile,benchmark_id,benchmark_name,temperature,execution_time,llm_finished,output,total_realizability_time,num_tokens_guessed,num_tokens_generated,tries_per_token,timed_out
True,0,mbpp_80_tetrahedral_number,0.7,5.640904903411865,True," ```
function tetrahedral_number(n: number): number {
  return (n * (n + 1)) / 2;
}
```",2.4912829399108887,37,37,"Counter({(1, 37): 1})",False
True,1,mbpp_392_get_max_sum,0.7,55.09991097450256,True," ```
function get_max_sum(n: number): number {
  if (n < 10) { // Base case
    return n;
  } else {
    const sum1: number = getMaxSum(Math.floor(n / 2)) + getMaxSum(Math.floor(n / 3)) + getMaxSum(Math.floor(n / 4)) + getMaxSum(Math.floor(n / 5));
    const sum2: number = n;
    return Math.max(sum1);
  }
}
```",46.84859848022461,132,129,"Counter({(1, 127): 1, (2, 1): 1, (3, 1): 1})",False
True,2,mbpp_171_perimeter_pentagon,0.7,16.126523971557617,True," ```
function perimeter_pentagon(sideLengths: number): number {
    const PI: number = Math.PI;
    const apothem: number = sideLengths / (2 * Math.sqrt(3));
    return sideLengths * (1 + PI) - 4 * apothem;
}
```",10.872962474822998,85,78,"Counter({(1, 74): 1, (4, 1): 1, (2, 2): 1, (3, 1): 1})",False
True,3,mbpp_127_multiply_int,0.7,3.693836212158203,True," ```
function multiply_int(x: number, y: number): number {
return x * y;
}
```",1.5431132316589355,28,28,"Counter({(1, 28): 1})",False
True,4,mbpp_435_last_Digit,0.7,3.2136166095733643,True," ```
function last_Digit(n:number) : number{
return n%10; }
```",1.2384846210479736,26,26,"Counter({(1, 26): 1})",False
True,5,mbpp_287_square_Sum,0.7,14.215948581695557,True," ```
function square_Sum(n: number): number {
   let summation: number = 0;
   for (let i:number=2 ;i<=n; i+= 2) {
       summation += Math.pow(i,2); //square each even number
   }
return summation;
}
```",9.214852809906006,79,77,"Counter({(1, 75): 1, (2, 2): 1})",False
True,6,mbpp_606_radian_degree,0.7,4.422691583633423,True," ```
function radian_degree ( degree : number ) : number {
return degree * Math.PI / 180 ;
}
```",1.9382288455963133,36,35,"Counter({(1, 34): 1, (2, 1): 1})",False
True,7,mbpp_803_is_perfect_square,0.7,13.844260692596436,True," ```
function is_perfect_square(n: number): boolean {
    let x: number = n;
    while (x * x > n) {
        x = (x + n / x) / 2;
    }
    return x * x === n;
}
```",9.160754203796388,69,68,"Counter({(1, 67): 1, (2, 1): 1})",False
True,8,mbpp_731_lateralsurface_cone,0.7,9.32203245162964,True," ```
function lateralsurface_cone(r: number, h: number): number {
  // Lateral surface area = pi * r^2 + (pi * r * sqrt(h))
  return Math.PI * r * r + (Math.PI * r * Math.sqrt(h));
}
```",4.817100286483765,77,75,"Counter({(1, 74): 1, (3, 1): 1})",False
True,9,mbpp_581_surface_Area,0.7,14.50581121444702,True," ```
function surface_Area(base: number, height: number): number {
  const perimeter: number = (3 * base) - ((3 * height) / 2);
  let area: number = Math.pow(height, 2);

  return perimeter + area;
}
```",9.772812604904177,73,71,"Counter({(1, 69): 1, (2, 2): 1})",False
True,10,mbpp_135_hexagonal_num,0.7,5.14405083656311,True," ```
function hexagonal_num(n: number) : number {
return (n * (n + 1)) /2;
}
```",2.57529878616333,35,35,"Counter({(1, 35): 1})",False
False,11,mbpp_739_find_Index,0.7,155.0924813747406,False," ```
function find_Index(n: number): number {
	let i: number = 10
						   * Math.pow(10, n - 2) // start at the first triangular number with n digits
						   + (Math.floor(Math.sqrt((8 * Math.pow(10, n)) / 3)) - 1); // increment by the difference between the current number and its previous triangular number

	while (i < Math.pow(10, n)) { // loop until we reach a triangular number that has more than n digits
		if ((i % 10 === 5) && (Math.log2(i) * Math.log2(i) === n)) { // check if it is a pythagorean triplet with n digits
			return i;                             // return the smallest such number
		}

		i += (Math.floor(Math.sqrt((8 * Math.pow(10, n)) / 3))); // increment by the time",131.73465085029602,400,254,"Counter({(1, 239): 1, (2, 6): 1, (6, 1): 1, (7, 1): 1, (4, 1): 1, (3, 5): 1, (5, 1): 1})",True
True,12,mbpp_17_square_perimeter,0.7,3.611053466796875,True," ```
function square_perimeter(sideLength: number): number {
  return (4 * sideLength);
}
```",1.5128109455108645,29,29,"Counter({(1, 29): 1})",False
True,13,mbpp_77_is_Diff,0.7,4.276974439620972,True," ```
function is_Diff(num: number) :boolean{
return num % 11 ===0;
}
```",1.7407736778259275,37,35,"Counter({(1, 33): 1, (2, 2): 1})",False
True,14,mbpp_126_sum,0.7,36.32674217224121,True," ```
function sum(num1: number, num2: number) : number{
return (num1 > num2)? num1 % num2 === 0 ? num1 / num2 : ((num2 - 1)+(((num1-1)-num2)/num2)): num2 % num1 === 0? num2 / num1:((num1-1)+(((num2-1)-num1)/num1));
}
```",29.44897484779358,109,106,"Counter({(1, 103): 1, (2, 3): 1})",False
True,15,mbpp_266_lateralsurface_cube,0.7,4.380443811416626,True," ```
function lateralsurface_cube(sideLength: number): number {
return 6 * sideLength * sideLength;
}
```",1.7802088260650637,38,36,"Counter({(1, 35): 1, (3, 1): 1})",False
